filename,width,height,class,xmin,ymin,xmax,ymax,labels
train/2023-09-14-03-49-26-mp4_115_png.rf.934a83e5c0ceca9dc9003011191b8096.jpg,28,20,person,13,12,19,21,1
train/2023-09-14-03-49-26-mp4_115_png.rf.934a83e5c0ceca9dc9003011191b8096.jpg,28,20,person,19,5,28,18,1
train/2-_1-mp4_119_png.rf.446d5739383b19ae4cecb44708ebead0.jpg,28,22,person,8,4,17,15,1
train/2023-09-11-05-33-46-mp4_25_png.rf.02b922df5ee9995f7ba1fe3ca7751af7.jpg,30,22,person,7,7,17,21,1
train/2023-09-11-05-33-46-mp4_78_png.rf.a947e72f687e48abf165704b55c87846.jpg,30,22,person,1,4,2,15,1
train/2-_1-mp4_40_png.rf.009aea331af022fd738270ae5da0483c.jpg,28,20,person,6,6,13,18,1
train/2023-09-11-05-33-46-mp4_73_png.rf.4b0cbbdd4f90a154c97ad433714d57db.jpg,30,22,person,4,6,14,21,1
train/2023-09-14-03-49-26-mp4_194_png.rf.92be41363dbd8cc0ef18a3bae1ea4c52.jpg,30,22,person,15,9,22,21,1
train/2023-09-14-03-49-26-mp4_194_png.rf.92be41363dbd8cc0ef18a3bae1ea4c52.jpg,30,22,person,3,10,9,21,1
train/2023-09-14-03-49-26-mp4_60_png.rf.645df09c040f9712a10fada86d07b971.jpg,28,22,person,10,9,15,19,1
train/2023-09-14-03-49-26-mp4_60_png.rf.645df09c040f9712a10fada86d07b971.jpg,28,22,person,4,10,9,19,1
train/2023-09-11-05-33-46-mp4_111_png.rf.c5dabbcd54a83e9001b7b09dc24de213.jpg,28,22,person,14,8,20,19,1
train/2023-09-14-03-49-26-mp4_136_png.rf.3d11381b810488a209725b7f730b7cd8.jpg,30,22,person,15,8,20,15,1
train/2023-09-14-03-49-26-mp4_136_png.rf.3d11381b810488a209725b7f730b7cd8.jpg,30,22,person,21,4,28,16,1
train/2023-09-14-03-49-26-mp4_119_png.rf.da294b91ebe6f7f1472c79b2b4498a52.jpg,30,22,person,12,5,19,15,1
train/2023-09-14-03-49-26-mp4_119_png.rf.da294b91ebe6f7f1472c79b2b4498a52.jpg,30,22,person,4,6,10,16,1
train/2023-09-11-05-33-46-mp4_169_png.rf.f4fb9945c4583e7d05fca3b70bf1234d.jpg,30,22,person,24,5,31,17,1
train/meter-mp4_12_png.rf.bad1855dd789454c14fd5960a50a9c1c.jpg,30,22,person,12,1,23,18,1
train/2023-09-11-05-33-46-mp4_168_png.rf.bec03a45d807bcb3c098d3e7a0b3528e.jpg,30,22,person,25,10,30,20,1
train/2023-09-14-03-49-26-mp4_84_png.rf.327a6e085965063d352da5a85ec92fdd.jpg,30,22,person,19,5,25,14,1
train/2023-09-11-05-33-46-mp4_108_png.rf.9af64bfe5e5dc3e62d6a9d06d53e29f0.jpg,30,22,person,14,3,22,16,1
train/2023-09-11-05-33-46-mp4_146_png.rf.02545b2579676aefdf7007601513d9b1.jpg,30,22,person,15,8,22,23,1
train/2023-09-11-05-33-46-mp4_148_png.rf.9e04bd3252130b897acfcb6483cc0f22.jpg,28,20,person,8,3,16,18,1
train/2023-09-11-05-33-46-mp4_9_png.rf.555c0f1de61fa81a53f814686494ecc4.jpg,28,20,person,1,1,26,21,1
train/2-_1-mp4_95_png.rf.f792e43032c55a6a6e2745c0befa63f9.jpg,32,24,person,14,6,23,17,1
train/2023-09-14-03-49-26-mp4_152_png.rf.df130721c94657fd608bc1bcd542845b.jpg,30,22,person,14,9,19,21,1
train/2023-09-14-03-49-26-mp4_152_png.rf.df130721c94657fd608bc1bcd542845b.jpg,30,22,person,20,8,25,19,1
train/2023-09-14-03-49-26-mp4_213_png.rf.660fa5491c36e4b8512d232aad0f8f10.jpg,30,22,person,3,9,11,20,1
train/2023-09-14-03-49-26-mp4_213_png.rf.660fa5491c36e4b8512d232aad0f8f10.jpg,30,22,person,16,13,21,19,1
train/2023-09-14-03-49-26-mp4_224_png.rf.da03435b048e8d42d967ad4740dd14a7.jpg,28,20,person,6,8,11,21,1
train/2023-09-14-03-49-26-mp4_224_png.rf.da03435b048e8d42d967ad4740dd14a7.jpg,28,20,person,11,9,15,20,1
train/2023-09-11-05-33-46-mp4_47_png.rf.caed680959363f03f0604a1e1ea63794.jpg,30,22,person,13,7,22,20,1
train/2023-09-11-05-33-46-mp4_32_png.rf.8a5236ed164557c81039ad802dad351f.jpg,30,22,person,14,7,25,19,1
train/2-_1-mp4_40_png.rf.e41848e518ba798ab42b68ee4937577a.jpg,30,22,person,16,8,23,20,1
train/2023-09-11-05-33-46-mp4_66_png.rf.255116a83ed10dace2a2d503f4344936.jpg,32,24,person,7,3,18,19,1
train/2023-09-11-05-33-46-mp4_166_png.rf.2b2c2d8107ea7208553d56d992bd5a75.jpg,30,22,person,6,5,12,21,1
train/2023-09-14-03-49-26-mp4_200_png.rf.a61651ac9371f4274507922fde76203e.jpg,32,24,person,16,5,23,17,1
train/2023-09-14-03-49-26-mp4_200_png.rf.a61651ac9371f4274507922fde76203e.jpg,32,24,person,5,4,11,15,1
train/2023-09-14-03-49-26-mp4_151_png.rf.b7d9ad399f165d3f321c8761bebae61d.jpg,30,22,person,14,4,19,15,1
train/2023-09-14-03-49-26-mp4_151_png.rf.b7d9ad399f165d3f321c8761bebae61d.jpg,30,22,person,20,6,24,17,1
train/2023-09-14-03-49-26-mp4_151_png.rf.b7d9ad399f165d3f321c8761bebae61d.jpg,30,22,person,7,4,11,14,1
train/2023-09-14-03-49-26-mp4_248_png.rf.740f19adec387d2a3012e2d943def5ec.jpg,30,22,person,9,12,15,21,1
train/2023-09-14-03-49-26-mp4_248_png.rf.740f19adec387d2a3012e2d943def5ec.jpg,30,22,person,22,6,31,23,1
train/2023-09-14-03-49-26-mp4_90_png.rf.f3800546d192d8fa17bda85a332fbbc8.jpg,30,22,person,7,10,14,19,1
train/2023-09-11-05-33-46-mp4_139_png.rf.f0c7577ce006a5a7d41d0910c8a600b6.jpg,30,22,person,11,4,19,16,1
train/2023-09-14-03-49-26-mp4_183_png.rf.3c528f2fda73b501ee987322e0146937.jpg,30,22,person,4,3,10,16,1
train/2023-09-14-03-49-26-mp4_183_png.rf.3c528f2fda73b501ee987322e0146937.jpg,30,22,person,24,3,28,13,1
train/2023-09-14-03-49-26-mp4_16_png.rf.1e983c24ae42e884debd05f1033be7e0.jpg,30,22,person,18,5,25,18,1
train/2-_1-mp4_81_png.rf.d591f9baf1660f6f85940cfc88b740de.jpg,28,22,person,15,2,22,16,1
train/2-_1-mp4_62_png.rf.dc365ebc362dc104f86dd00bf020a0ec.jpg,32,24,person,13,5,19,17,1
train/meter-mp4_74_png.rf.8d52ae5c69aedc88bbaaeffa66a9305e.jpg,30,22,person,11,6,18,17,1
train/2023-09-14-03-49-26-mp4_281_png.rf.de90fd7b99c26cdcabb645318203bb09.jpg,30,22,person,9,8,15,21,1
train/2023-09-14-03-49-26-mp4_281_png.rf.de90fd7b99c26cdcabb645318203bb09.jpg,30,22,person,1,7,7,23,1
train/2023-09-14-03-49-26-mp4_200_png.rf.b8ba741f9b4612a79f3c2bb202012530.jpg,28,20,person,10,4,17,16,1
train/2023-09-14-03-49-26-mp4_200_png.rf.b8ba741f9b4612a79f3c2bb202012530.jpg,28,20,person,22,3,28,14,1
train/2023-09-14-03-49-26-mp4_229_png.rf.72041eed8ae0549520963b34ddf7e75d.jpg,30,22,person,18,9,24,22,1
train/2023-09-14-03-49-26-mp4_238_png.rf.362b90d588a9ff9d50c6aed194eac67a.jpg,28,22,person,10,4,18,14,1
train/2023-09-14-03-49-26-mp4_238_png.rf.362b90d588a9ff9d50c6aed194eac67a.jpg,28,22,person,4,5,10,16,1
train/2023-09-11-05-33-46-mp4_62_png.rf.dfdc151b49e74a262fbeda61df854534.jpg,28,20,person,13,4,23,18,1
train/2023-09-14-03-49-26-mp4_156_png.rf.3e3bd78f88e570d85de8a6902ee68ebe.jpg,30,22,person,15,4,24,16,1
train/2023-09-11-05-33-46-mp4_179_png.rf.a4a37ce6228171f027d8dfabf03bc25b.jpg,30,22,person,14,3,22,20,1
train/2023-09-11-05-33-46-mp4_37_png.rf.d5d85a69cc7b85c8b84b9b47a4191b4f.jpg,30,22,person,13,7,23,21,1
train/2-_1-mp4_52_png.rf.40771331226fc9c164ff30a2bd3c3098.jpg,28,20,person,16,1,27,14,1
train/2023-09-14-03-49-26-mp4_209_png.rf.b01fce8fd992ed0891135512133d86d8.jpg,30,22,person,21,4,27,14,1
train/2023-09-14-03-49-26-mp4_209_png.rf.b01fce8fd992ed0891135512133d86d8.jpg,30,22,person,7,4,12,14,1
train/2023-09-14-03-49-26-mp4_136_png.rf.0079175f3b7cc7506c6019fd954aecde.jpg,30,22,person,12,8,17,15,1
train/2023-09-14-03-49-26-mp4_136_png.rf.0079175f3b7cc7506c6019fd954aecde.jpg,30,22,person,4,4,11,16,1
train/meter-mp4_17_png.rf.ad145cc063b90d1fced1d0de30ac1ab0.jpg,30,22,person,8,1,31,17,1
train/2023-09-14-03-49-26-mp4_212_png.rf.40672287e31b409b1a99ebc18cf7ac3f.jpg,32,24,person,20,3,27,14,1
train/2023-09-14-03-49-26-mp4_212_png.rf.40672287e31b409b1a99ebc18cf7ac3f.jpg,32,24,person,11,4,15,15,1
train/2023-09-14-03-49-26-mp4_279_png.rf.5397e775366f54deba8cbd1a3637901e.jpg,32,24,person,16,4,20,15,1
train/2023-09-14-03-49-26-mp4_279_png.rf.5397e775366f54deba8cbd1a3637901e.jpg,32,24,person,22,4,27,16,1
train/2023-09-11-05-33-46-mp4_145_png.rf.fdc77cf4908f8a3f8acaf9afd2f6ce8c.jpg,30,22,person,9,8,17,22,1
train/2023-09-11-05-33-46-mp4_102_png.rf.c96733df31dced77528bd37b8a8a6f94.jpg,30,22,person,14,9,23,22,1
train/2023-09-11-05-33-46-mp4_98_png.rf.1c6dce7d4a067d1041057a30e8d4ef75.jpg,32,24,person,3,4,10,16,1
train/2023-09-14-03-49-26-mp4_152_png.rf.e07d1c5b1a2db52e36357cd7c19b809e.jpg,28,20,person,11,3,16,15,1
train/2023-09-14-03-49-26-mp4_152_png.rf.e07d1c5b1a2db52e36357cd7c19b809e.jpg,28,20,person,5,5,10,16,1
train/2023-09-14-03-49-26-mp4_194_png.rf.23e876cd7fa86a7e43d5f53ac39598b7.jpg,32,24,person,16,4,23,16,1
train/2023-09-14-03-49-26-mp4_194_png.rf.23e876cd7fa86a7e43d5f53ac39598b7.jpg,32,24,person,4,4,10,15,1
train/2023-09-11-05-33-46-mp4_119_png.rf.c4d5702cc45489f15a60ce3d67f398d3.jpg,32,24,person,15,4,23,15,1
train/2023-09-11-05-33-46-mp4_61_png.rf.7ff6db97dd1fcc92bd65added90a8d64.jpg,30,22,person,10,4,20,17,1
train/2023-09-11-05-33-46-mp4_48_png.rf.9872566004808ab13bd9eb22f8b6d397.jpg,30,22,person,13,6,23,19,1
train/2023-09-14-03-49-26-mp4_97_png.rf.a5436a89ae421f6a3c27277ae9ca341b.jpg,30,22,person,6,8,12,20,1
train/2023-09-14-03-49-26-mp4_97_png.rf.a5436a89ae421f6a3c27277ae9ca341b.jpg,30,22,person,16,10,21,19,1
train/2023-09-14-03-49-26-mp4_43_png.rf.64e6ba3e987a7a12915c99a5a5fa8d12.jpg,32,24,person,16,4,24,14,1
train/2023-09-14-03-49-26-mp4_56_png.rf.35ef0dd42382bd01b768c927dba30f2a.jpg,30,22,person,11,8,19,21,1
train/2023-09-14-03-49-26-mp4_56_png.rf.35ef0dd42382bd01b768c927dba30f2a.jpg,30,22,person,5,9,10,21,1
train/2023-09-11-05-33-46-mp4_36_png.rf.1876a72b3ac2242514d32291ef38af42.jpg,30,22,person,13,6,23,18,1
train/2023-09-11-05-33-46-mp4_47_png.rf.0e97b522c3296af46e7b1fe2baaabda1.jpg,32,24,person,10,7,19,20,1
train/2023-09-14-03-49-26-mp4_96_png.rf.486e6f295d3b0630946883d22812a26e.jpg,28,22,person,4,5,11,15,1
train/2023-09-11-05-33-46-mp4_10_png.rf.49b6b837226c009e57609cec77681e92.jpg,28,22,person,3,1,29,23,1
train/2023-09-14-03-49-26-mp4_127_png.rf.a54e39b63a0d17902e7eb5105cdd6b86.jpg,32,24,person,16,8,21,17,1
train/2023-09-14-03-49-26-mp4_127_png.rf.a54e39b63a0d17902e7eb5105cdd6b86.jpg,32,24,person,18,2,25,20,1
train/2023-09-14-03-49-26-mp4_160_png.rf.d3e6c27c6936b34cc9f3026fe7d6875b.jpg,30,22,person,9,9,16,20,1
train/2023-09-11-05-33-46-mp4_3_png.rf.e86371ec13dc5125a784d1428d12dbcb.jpg,28,22,person,10,1,26,23,1
train/2023-09-14-03-49-26-mp4_47_png.rf.b4cc1077e2b58c1e96e0285f44351e4b.jpg,32,24,person,21,4,27,14,1
train/2-_1-mp4_88_png.rf.daf07b07a9cd223cd341b8a4f797b557.jpg,32,24,person,18,4,25,17,1
train/2023-09-14-03-49-26-mp4_190_png.rf.5576ca1c2e3700e2e13ac7aff2887165.jpg,30,22,person,18,4,24,15,1
train/2023-09-14-03-49-26-mp4_190_png.rf.5576ca1c2e3700e2e13ac7aff2887165.jpg,30,22,person,2,2,8,15,1
train/2023-09-11-05-33-46-mp4_4_png.rf.bd63bdaa9ce2fb9a351b61a8915586b0.jpg,28,22,person,10,1,28,23,1
train/2023-09-14-03-49-26-mp4_109_png.rf.9412987549cb3ec3343a9b4e2e676480.jpg,28,20,person,16,2,27,18,1
train/2023-09-14-03-49-26-mp4_41_png.rf.84fa3bdc6290429daa35421680232be8.jpg,32,24,person,16,4,22,14,1
train/2023-09-14-03-49-26-mp4_175_png.rf.d6a50c752bcc0e4bc5c5d351bc1bb33b.jpg,28,22,person,23,1,29,15,1
train/2023-09-14-03-49-26-mp4_175_png.rf.d6a50c752bcc0e4bc5c5d351bc1bb33b.jpg,28,22,person,7,2,12,13,1
train/meter-mp4_67_png.rf.d424e365d87bb02104b586de518eec66.jpg,30,22,person,11,9,20,19,1
train/2023-09-14-03-49-26-mp4_236_png.rf.7bcfc494f28f8ad8364e09af3d7f7c0c.jpg,28,20,person,11,8,18,20,1
train/2023-09-14-03-49-26-mp4_236_png.rf.7bcfc494f28f8ad8364e09af3d7f7c0c.jpg,28,20,person,6,6,12,19,1
train/2023-09-14-03-49-26-mp4_33_png.rf.24043a1f5be06dabfd285e1753c193e7.jpg,30,22,person,10,8,16,19,1
train/2023-09-14-03-49-26-mp4_242_png.rf.a265db3cad6e2b91cd70d95da85d3421.jpg,28,22,person,13,11,21,22,1
train/2023-09-14-03-49-26-mp4_242_png.rf.a265db3cad6e2b91cd70d95da85d3421.jpg,28,22,person,1,9,10,22,1
train/meter-mp4_0_png.rf.c359221e81f5af29b81543bf27e7da95.jpg,32,24,person,10,4,18,18,1
train/2023-09-11-05-33-46-mp4_30_png.rf.7db341a39e5a3d6d8eedf8fec5b71132.jpg,28,20,person,13,3,22,16,1
train/2023-09-14-03-49-26-mp4_201_png.rf.e1e1428abd79af6783733fbb14125bb4.jpg,28,20,person,8,3,14,13,1
train/2023-09-14-03-49-26-mp4_201_png.rf.e1e1428abd79af6783733fbb14125bb4.jpg,28,20,person,21,2,27,12,1
train/2023-09-14-03-49-26-mp4_261_png.rf.435e2c497af0722d5ed7508259971c8c.jpg,30,22,person,6,3,11,15,1
train/2023-09-14-03-49-26-mp4_261_png.rf.435e2c497af0722d5ed7508259971c8c.jpg,30,22,person,16,4,20,17,1
train/2023-09-14-03-49-26-mp4_261_png.rf.435e2c497af0722d5ed7508259971c8c.jpg,30,22,person,24,1,31,19,1
train/2023-09-11-05-33-46-mp4_70_png.rf.3a5c76b13bfadaaf36c38ab8545bc323.jpg,30,22,person,8,4,15,17,1
train/2023-09-14-03-49-26-mp4_282_png.rf.8948ba5477f32ad7d133d9262a9da57d.jpg,32,24,person,17,3,23,15,1
train/2023-09-14-03-49-26-mp4_282_png.rf.8948ba5477f32ad7d133d9262a9da57d.jpg,32,24,person,25,1,33,17,1
train/2023-09-14-03-49-26-mp4_252_png.rf.56fb07c8860b242da5a2b0cf27087dc9.jpg,30,22,person,17,2,22,11,1
train/2023-09-14-03-49-26-mp4_252_png.rf.56fb07c8860b242da5a2b0cf27087dc9.jpg,30,22,person,1,1,7,18,1
train/2023-09-14-03-49-26-mp4_91_png.rf.ca1cc31fbbf8befa47a280cf5ee21882.jpg,30,22,person,7,5,12,14,1
train/2023-09-11-05-33-46-mp4_170_png.rf.a0125f78b28ef219ef7394c09711951f.jpg,28,22,person,1,4,10,15,1
train/2023-09-11-05-33-46-mp4_38_png.rf.064393a5ab2a827e495afbadbf86e288.jpg,28,22,person,6,7,17,20,1
train/2023-09-14-03-49-26-mp4_95_png.rf.e6d39a62395159a38dc207f852217ad9.jpg,32,24,person,20,6,25,14,1
train/2023-09-11-05-33-46-mp4_73_png.rf.cb3c9336257aab4ef38ab4f51e733aac.jpg,32,24,person,5,4,15,18,1
train/2023-09-14-03-49-26-mp4_132_png.rf.22bc8f06498d56d23f3bcc410a7feceb.jpg,28,20,person,9,6,14,15,1
train/2023-09-14-03-49-26-mp4_132_png.rf.22bc8f06498d56d23f3bcc410a7feceb.jpg,28,20,person,2,6,10,21,1
train/2023-09-11-05-33-46-mp4_131_png.rf.7d28c2161f8251f05ef50ebf72bf4a9b.jpg,30,22,person,15,3,22,16,1
train/2-_1-mp4_45_png.rf.6bf9f797fd9b6d73510eb8bbd3f9ff9e.jpg,32,24,person,16,4,22,16,1
train/2023-09-11-05-33-46-mp4_69_png.rf.f5bd9592dd6ff567a081fb085cadc2e1.jpg,32,24,person,7,3,16,18,1
train/2023-09-11-05-33-46-mp4_95_png.rf.39f7654826c886dffc53bf5ecd2a0b98.jpg,28,22,person,25,8,29,21,1
train/2023-09-11-05-33-46-mp4_55_png.rf.01aa89c09154dccbc1354df0a38534f9.jpg,28,20,person,13,6,24,19,1
train/2023-09-14-03-49-26-mp4_187_png.rf.8af936bec1c8922f03d3e40f5992bb92.jpg,30,22,person,6,5,13,15,1
train/2023-09-14-03-49-26-mp4_187_png.rf.8af936bec1c8922f03d3e40f5992bb92.jpg,30,22,person,25,4,29,15,1
train/meter-mp4_53_png.rf.2c98b7cc4f35d9b94c1b77e1a5c1786f.jpg,28,20,person,13,6,19,17,1
train/2023-09-14-03-49-26-mp4_286_png.rf.022d7a8f1597c617c84d98619f2d2ab1.jpg,30,22,person,9,9,15,21,1
train/2023-09-14-03-49-26-mp4_286_png.rf.022d7a8f1597c617c84d98619f2d2ab1.jpg,30,22,person,1,5,9,21,1
train/2023-09-11-05-33-46-mp4_36_png.rf.682436afe9c58dea26e42722766609d9.jpg,30,22,person,9,6,19,18,1
train/2023-09-11-05-33-46-mp4_31_png.rf.bc2c9a4524b72053e5c8c1d36d0521de.jpg,30,22,person,9,7,19,19,1
train/2023-09-14-03-49-26-mp4_96_png.rf.0525037e00c77736fcc57eaaeeca7e3b.jpg,30,22,person,20,4,27,14,1
train/2023-09-14-03-49-26-mp4_164_png.rf.829c33489d6f6b9b8bc80ccff5f8c8db.jpg,28,20,person,19,2,25,15,1
train/2023-09-14-03-49-26-mp4_164_png.rf.829c33489d6f6b9b8bc80ccff5f8c8db.jpg,28,20,person,15,4,20,14,1
train/2023-09-14-03-49-26-mp4_203_png.rf.6bbeac7919c3319e1a04a3cf0db3fb43.jpg,30,22,person,19,4,25,16,1
train/2023-09-14-03-49-26-mp4_203_png.rf.6bbeac7919c3319e1a04a3cf0db3fb43.jpg,30,22,person,6,3,12,13,1
train/2023-09-14-03-49-26-mp4_146_png.rf.595b4b181e21883c6b29cecc6ca68715.jpg,32,24,person,13,4,19,16,1
train/2023-09-14-03-49-26-mp4_146_png.rf.595b4b181e21883c6b29cecc6ca68715.jpg,32,24,person,21,5,26,16,1
train/2023-09-11-05-33-46-mp4_14_png.rf.8397b41af187a3681272d207152fd468.jpg,28,22,person,1,1,29,23,1
train/2023-09-14-03-49-26-mp4_96_png.rf.4668d811901fe75cc9117a4bb15b91be.jpg,30,22,person,6,4,13,14,1
train/meter-mp4_58_png.rf.5ff3978bd149671d87005898569159eb.jpg,28,22,person,13,7,21,18,1
train/2023-09-14-03-49-26-mp4_194_png.rf.be6de839b4a8c59b774ff918ac82fd59.jpg,30,22,person,17,3,23,15,1
train/2023-09-14-03-49-26-mp4_194_png.rf.be6de839b4a8c59b774ff918ac82fd59.jpg,30,22,person,4,3,10,14,1
train/2023-09-14-03-49-26-mp4_219_png.rf.39de6f86903d150ce1b1c87aee2d1a43.jpg,32,24,person,23,2,28,16,1
train/2023-09-14-03-49-26-mp4_219_png.rf.39de6f86903d150ce1b1c87aee2d1a43.jpg,32,24,person,15,4,19,16,1
train/2023-09-14-03-49-26-mp4_177_png.rf.46b945240a0570c060855217d9b43eec.jpg,30,22,person,1,8,8,23,1
train/2023-09-14-03-49-26-mp4_177_png.rf.46b945240a0570c060855217d9b43eec.jpg,30,22,person,22,10,27,21,1
train/2023-09-14-03-49-26-mp4_190_png.rf.02846a3485f9702301538e17635fdb3f.jpg,30,22,person,7,4,13,15,1
train/2023-09-14-03-49-26-mp4_190_png.rf.02846a3485f9702301538e17635fdb3f.jpg,30,22,person,23,2,29,15,1
train/2023-09-14-03-49-26-mp4_164_png.rf.240b85c3ae0847efe44479f0cbd610ac.jpg,30,22,person,20,9,26,22,1
train/2023-09-14-03-49-26-mp4_164_png.rf.240b85c3ae0847efe44479f0cbd610ac.jpg,30,22,person,16,10,21,20,1
train/2023-09-11-05-33-46-mp4_74_png.rf.882e7e96555632a5c82380f06f0926be.jpg,30,22,person,23,5,31,17,1
train/2023-09-14-03-49-26-mp4_219_png.rf.a7d62e929e21550613375a03bbc4408f.jpg,28,22,person,4,8,9,22,1
train/2023-09-14-03-49-26-mp4_219_png.rf.a7d62e929e21550613375a03bbc4408f.jpg,28,22,person,13,8,17,20,1
train/2023-09-14-03-49-26-mp4_47_png.rf.7428a17ef35dd3ebcffdc8e3f5b81516.jpg,28,20,person,6,3,12,13,1
train/2023-09-14-03-49-26-mp4_162_png.rf.9f97c082c8fed269545e91892be96d8b.jpg,30,22,person,9,10,16,22,1
train/2023-09-11-05-33-46-mp4_39_png.rf.8f808395071e10653041ca10c46afacb.jpg,28,22,person,6,5,17,19,1
train/2023-09-14-03-49-26-mp4_230_png.rf.6b419378c2acf240857d597eaeb4fcc7.jpg,30,22,person,17,1,24,15,1
train/2-_1-mp4_97_png.rf.9cea83545da629d8217543c73ace85a2.jpg,28,22,person,13,9,21,18,1
train/2023-09-14-03-49-26-mp4_127_png.rf.2abb309d26b5e29a71e1d15be43769d5.jpg,28,22,person,10,8,15,17,1
train/2023-09-14-03-49-26-mp4_127_png.rf.2abb309d26b5e29a71e1d15be43769d5.jpg,28,22,person,6,2,13,20,1
train/2023-09-14-03-49-26-mp4_98_png.rf.bc29e8051579b86bcea7df6d6f1dfa1d.jpg,28,20,person,4,7,10,20,1
train/2023-09-14-03-49-26-mp4_98_png.rf.bc29e8051579b86bcea7df6d6f1dfa1d.jpg,28,20,person,15,10,20,20,1
train/2-_1-mp4_60_png.rf.bad21f1ff14098340719f7dbd75b8089.jpg,30,22,person,16,8,22,20,1
train/2023-09-11-05-33-46-mp4_45_png.rf.086fad3da9a6fe250157426aa2e85093.jpg,32,24,person,10,7,19,19,1
train/meter-mp4_33_png.rf.ee78d719fe9500abda6c4e08ad05e3ca.jpg,30,22,person,14,5,21,17,1
train/2023-09-14-03-49-26-mp4_84_png.rf.1fa9be3cd859c0dd34742c9a9616bc9c.jpg,30,22,person,7,5,13,14,1
train/2023-09-11-05-33-46-mp4_3_png.rf.4ad3011965c01f98de7a7922e749e329.jpg,30,22,person,5,1,21,23,1
train/2-_1-mp4_79_png.rf.3c6b6b8726b2ca812019caf6a2bfbfca.jpg,32,24,person,18,4,25,17,1
train/2023-09-11-05-33-46-mp4_79_png.rf.640068367d0a19aaaeff146d542a7bc5.jpg,30,22,person,30,1,31,11,1
train/2-_1-mp4_79_png.rf.a96a39e43d626dfbe459bf8414cbc4e0.jpg,30,22,person,18,3,25,16,1
train/2023-09-14-03-49-26-mp4_28_png.rf.e6b6524c15d22f2097b80f8841374f82.jpg,30,22,person,13,9,18,21,1
train/2023-09-11-05-33-46-mp4_127_png.rf.bffdc6f56bec0313183a8b43656d45dd.jpg,32,24,person,12,9,22,23,1
train/2023-09-11-05-33-46-mp4_37_png.rf.a6c04ba2f33b919b86e8df0ca8680960.jpg,30,22,person,9,3,19,17,1
train/2023-09-14-03-49-26-mp4_185_png.rf.ddd437312be8be67092b0d8c6cab8e21.jpg,30,22,person,20,3,26,15,1
train/2023-09-14-03-49-26-mp4_185_png.rf.ddd437312be8be67092b0d8c6cab8e21.jpg,30,22,person,2,4,7,15,1
train/2023-09-11-05-33-46-mp4_169_png.rf.c3afa882677d098a4530273fafda4fab.jpg,30,22,person,24,7,31,19,1
train/2023-09-14-03-49-26-mp4_321_png.rf.2cdb01cb549a7488a815a5877e298ff4.jpg,30,22,person,11,4,18,16,1
train/meter-mp4_34_png.rf.e736890b1d2e1854bf65e1a3dc4d099e.jpg,30,22,person,11,6,18,19,1
train/2023-09-11-05-33-46-mp4_52_png.rf.acf3451921f49c42e58a1525774bff53.jpg,28,20,person,8,5,18,17,1
train/2023-09-11-05-33-46-mp4_106_png.rf.468cc46cda836e2dc7c4b691d18e51ec.jpg,28,22,person,13,1,22,16,1
train/2023-09-14-03-49-26-mp4_318_png.rf.7bd445aa0e59ba3d370ca72ea0758f91.jpg,28,22,person,7,4,14,15,1
